protein,length,pLDDT,pTM,plddt_class,id
lexA_1,233,89.3,0.599,Confident,NA
group_17231,233,78.6,0.839,Confident,NA
group_16342,234,68.3,0.544,Low,NA
group_11095,234,92.4,0.897,Very high,NA
group_4941,234,85.5,0.655,Confident,NA
group_17175,234,82.1,0.513,Confident,NA
group_17486,234,96,0.84,Very high,NA
group_17155,235,90.6,0.914,Very high,NA
group_17326,235,67.7,0.533,Low,NA
group_16377,236,80.2,0.873,Confident,NA
group_11209,236,67.8,0.559,Low,NA
group_16476,236,81.1,0.884,Confident,NA
group_17068,236,85,0.599,Confident,NA
nanC_2,236,80.4,0.86,Confident,NA
group_17341,236,82.9,0.848,Confident,NA
group_10336,236,91.8,0.864,Very high,NA
group_4468,238,79.2,0.67,Confident,NA
group_16530,238,73.1,0.73,Confident,NA
group_4473,238,72.5,0.605,Confident,NA
group_17118,238,82.7,0.885,Confident,NA
hprR_2,239,89.4,0.727,Confident,NA
group_16693,239,84.6,0.656,Confident,NA
group_16738,239,96.8,0.975,Very high,NA
group_4394,239,83.1,0.691,Confident,NA
group_17460,239,62.5,0.507,Low,NA
group_16563,240,76.5,0.351,Confident,NA
group_17207,240,88,0.828,Confident,NA
group_17208,240,81.9,0.482,Confident,NA
group_4204,241,35.1,0.178,Very low,NA
group_16848,241,85.2,0.468,Confident,NA
group_17313,241,85.9,0.856,Confident,NA
group_10497,242,81.3,0.477,Confident,NA
group_16446,242,81.4,0.577,Confident,NA
group_17431,242,38.5,0.135,Very low,NA
yadV_3,242,88,0.848,Confident,NA
group_16272,243,76.4,0.692,Confident,NA
group_16436,243,88.4,0.911,Confident,NA
yfcS_2,243,87.7,0.869,Confident,NA
group_16327,244,91.8,0.941,Very high,NA
group_17416,244,84.1,0.774,Confident,NA
group_9163,246,49.9,0.275,Very low,NA
artJ_2,246,93.9,0.93,Very high,NA
group_16871,247,84.1,0.817,Confident,NA
group_15587,247,74.6,0.721,Confident,NA
group_13852,247,83.2,0.87,Confident,NA
group_17440,247,74.1,0.554,Confident,NA
group_17531,247,81.3,0.78,Confident,NA
group_16391,248,89.6,0.674,Confident,NA
group_16719,248,84.2,0.523,Confident,NA
group_16352,249,74.6,0.312,Confident,NA
group_16484,249,86.1,0.849,Confident,NA
group_16686,249,81.2,0.324,Confident,NA
group_16884,249,59.8,0.66,Low,NA
group_16986,249,81.8,0.626,Confident,NA
group_16585,250,88.2,0.766,Confident,NA
yhdJ_3,250,83.7,0.897,Confident,NA
group_16920,250,53.1,0.243,Low,NA
group_17087,250,84.2,0.828,Confident,NA
group_17546,250,74.4,0.825,Confident,NA
group_16258,251,84.6,0.789,Confident,NA
group_16263,251,73.3,0.823,Confident,NA
group_11212,251,92.1,0.935,Very high,NA
group_15577,251,88.5,0.677,Confident,NA
group_17177,251,89,0.864,Confident,NA
group_17449,251,85.2,0.452,Confident,NA
group_17465,251,40.9,0.272,Very low,NA
group_3186,252,82.3,0.585,Confident,NA
group_17183,252,85.4,0.85,Confident,NA
insG_1,252,78.1,0.815,Confident,NA
group_8681,252,88.7,0.506,Confident,NA
pxpA_2,253,93.8,0.962,Very high,NA
group_16502,253,82.6,0.884,Confident,NA
tuaG,253,84.3,0.89,Confident,NA
group_16873,253,88.8,0.927,Confident,NA
group_16874,253,81.8,0.862,Confident,NA
group_16963,253,30.3,0.166,Very low,NA
elfD_2,253,86.7,0.805,Confident,NA
group_16658,253,82.7,0.845,Confident,NA
group_17592,253,58.7,0.429,Low,NA
group_3041,254,72.6,0.61,Confident,NA
group_17433,254,96.6,0.975,Very high,NA
wcaA_2,254,83.9,0.89,Confident,NA
group_16213,255,54.8,0.373,Low,NA
group_16761,255,91.9,0.952,Very high,NA
group_17323,255,83.3,0.625,Confident,NA
group_17623,256,83.4,0.537,Confident,NA
group_16423,257,61.5,0.547,Low,NA
group_17017,257,84,0.762,Confident,NA
group_17119,257,83.7,0.812,Confident,NA
group_17574,257,88.3,0.838,Confident,NA
group_17479,258,70.1,0.521,Confident,NA
group_17523,258,83.2,0.448,Confident,NA
group_17600,258,93.1,0.963,Very high,NA
group_16456,259,75.4,0.757,Confident,NA
group_16856,259,79.7,0.356,Confident,NA
group_16886,259,85.9,0.831,Confident,NA
group_17073,259,84.9,0.811,Confident,NA
group_17044,260,87.6,0.836,Confident,NA
group_17082,260,92,0.835,Very high,NA
group_15585,260,81.8,0.677,Confident,NA
faeG_1,261,87,0.828,Confident,NA
group_10065,261,79.8,0.88,Confident,NA
group_17266,261,74.1,0.598,Confident,NA
group_2575,261,58.3,0.593,Low,NA
group_2491,262,79.9,0.524,Confident,NA
faeG_2,262,86.4,0.833,Confident,NA
hisF_1,262,90.7,0.949,Very high,NA
group_17331,262,81.3,0.875,Confident,NA
group_2441,263,78.8,0.718,Confident,NA
group_12642,263,56.3,0.376,Low,NA
group_17637,263,90,0.943,Very high,NA
group_15172,264,78.1,0.57,Confident,NA
group_2378,264,86.4,0.917,Confident,NA
adiY_2,264,83.6,0.75,Confident,NA
ptlF,265,83.7,0.499,Confident,NA
group_12752,265,78.2,0.875,Confident,NA
group_16617,265,25.8,0.121,Very low,NA
group_17134,265,70.4,0.736,Confident,NA
group_2322,265,89.1,0.927,Confident,NA
group_16521,266,90.7,0.841,Very high,NA
group_16879,266,70.1,0.817,Confident,NA
group_16198,266,90.7,0.765,Very high,NA
group_16281,267,80,0.841,Confident,NA
group_17453,267,45.9,0.308,Very low,NA
group_17470,267,81.9,0.408,Confident,NA
group_9604,269,45.2,0.396,Very low,NA
group_16774,269,82.9,0.869,Confident,NA
group_16659,269,74.6,0.472,Confident,NA
group_17315,270,89.5,0.876,Confident,NA
group_15157,271,90.2,0.788,Very high,NA
ydfT_3,271,80.7,0.65,Confident,NA
rob_3,272,80.8,0.655,Confident,NA
group_1916,272,92.5,0.96,Very high,NA
group_1918,272,84.3,0.902,Confident,NA
rhaR_1,272,81.2,0.701,Confident,NA
group_16253,273,71.6,0.756,Confident,NA
group_10487,273,63.1,0.416,Low,NA
group_17443,273,90.7,0.753,Very high,NA
bla_1,274,92.3,0.902,Very high,NA
group_16410,274,58.1,0.525,Low,NA
group_16818,274,77.5,0.82,Confident,NA
group_1749,274,81.4,0.864,Confident,NA
group_16801,275,72.6,0.625,Confident,NA
group_17216,275,63.3,0.522,Low,NA
group_1604,276,87.6,0.922,Confident,NA
group_16505,277,89.2,0.876,Confident,NA
group_16560,277,80.3,0.826,Confident,NA
group_1499,278,73.7,0.718,Confident,NA
group_16933,278,43.3,0.339,Very low,NA
group_17560,278,87.6,0.893,Confident,NA
group_1435,279,25.7,0.149,Very low,NA
group_16934,279,41.4,0.328,Very low,NA
group_15632,279,80.3,0.399,Confident,NA
group_17178,279,48.7,0.19,Very low,NA
group_1389,280,74.1,0.565,Confident,NA
group_17438,281,86.9,0.911,Confident,NA
group_16787,282,56.5,0.391,Low,NA
group_16887,282,81.9,0.78,Confident,NA
group_17065,283,66,0.687,Low,NA
group_17347,283,92.9,0.967,Very high,NA
group_16935,283,34.3,0.222,Very low,NA
group_1162,284,65.6,0.598,Low,NA
group_17152,284,80.3,0.723,Confident,NA
group_1166,284,85.9,0.901,Confident,NA
group_16268,285,92.1,0.942,Very high,NA
group_16303,285,83.7,0.853,Confident,NA
group_13466,285,80.4,0.861,Confident,NA
group_17505,285,81.7,0.432,Confident,NA
group_1034,286,80,0.888,Confident,NA
group_17616,286,75.9,0.567,Confident,NA
pabB_2,287,89,0.922,Confident,NA
group_17132,287,90.7,0.926,Very high,NA
kfoC,287,79.9,0.832,Confident,NA
group_17602,287,42.9,0.217,Very low,NA
gph_1,288,84.9,0.899,Confident,NA
group_17459,288,71.2,0.46,Confident,NA
group_17467,288,69.9,0.549,Low,NA
group_17561,288,32.1,0.22,Very low,NA
rclR_2,289,86.2,0.829,Confident,NA
group_17327,289,83.3,0.845,Confident,NA
group_11313,289,72.5,0.806,Confident,NA
group_888,289,90.3,0.944,Very high,NA
group_837,290,86.5,0.55,Confident,NA
lrhA_1,290,80.2,0.672,Confident,NA
group_17478,290,82.3,0.863,Confident,NA
group_16219,292,87.6,0.846,Confident,NA
group_17076,292,80.1,0.771,Confident,NA
group_16421,293,83.3,0.78,Confident,NA
group_657,293,79.3,0.646,Confident,NA
group_16651,293,81.7,0.878,Confident,NA
dinB,295,92.8,0.887,Very high,NA
group_16671,295,92.1,0.964,Very high,NA
fdnH_1,295,80.7,0.804,Confident,NA
group_17536,295,80.6,0.898,Confident,NA
group_9891,297,89.9,0.949,Confident,NA
group_16929,297,93.1,0.898,Very high,NA
dgcT,297,79.9,0.856,Confident,NA
group_17383,297,65.5,0.578,Low,NA
group_16839,298,63.8,0.699,Low,NA
group_391,298,57.6,0.406,Low,NA
yokD,300,87.7,0.905,Confident,NA
group_16261,300,86.4,0.913,Confident,NA
group_16778,300,83.6,0.887,Confident,NA
group_15635,300,83.2,0.852,Confident,NA
group_16320,301,87.9,0.649,Confident,NA
group_11198,301,86.7,0.599,Confident,NA
group_262,301,82.1,0.859,Confident,NA
group_16837,301,88.4,0.932,Confident,NA
group_264,301,79.7,0.878,Confident,NA
group_16992,301,90.4,0.933,Very high,NA
group_17024,301,91.3,0.938,Very high,NA
group_17475,301,95.2,0.952,Very high,NA
group_226,302,84.5,0.86,Confident,NA
lpxP_2,302,94.2,0.961,Very high,NA
group_16464,303,91.9,0.959,Very high,NA
group_16489,304,90.2,0.822,Very high,NA
yafC_2,304,85.7,0.696,Confident,NA
group_16280,305,83.9,0.908,Confident,NA
group_16488,305,81.1,0.906,Confident,NA
group_17195,305,84,0.495,Confident,NA
group_12801,306,76,0.809,Confident,NA
group_90,306,85.3,0.704,Confident,NA
group_17145,306,93.9,0.929,Very high,NA
group_17230,307,86.8,0.849,Confident,NA
nanK_2,307,92.7,0.942,Very high,NA
group_8677,307,79.1,0.407,Confident,NA
group_16296,308,79.2,0.879,Confident,NA
xerD_3,308,90.3,0.907,Very high,NA
group_17151,308,62.3,0.612,Low,NA
group_8264,309,81.8,0.891,Confident,NA
group_16283,310,81.2,0.882,Confident,NA
group_16223,311,77.9,0.622,Confident,NA
prmB,311,86.8,0.921,Confident,NA
gltR,311,86.2,0.818,Confident,NA
group_12749,311,91.7,0.949,Very high,NA
group_16575,311,86.1,0.836,Confident,NA
group_17226,311,72.3,0.622,Confident,NA
kdgK_2,311,94.4,0.97,Very high,NA
group_15855,313,83.4,0.856,Confident,NA
group_16379,314,53,0.325,Low,NA
group_16475,314,90.6,0.877,Very high,NA
group_8111,314,59.7,0.393,Low,NA
group_8112,314,95.1,0.97,Very high,NA
ompT_2,315,85.4,0.898,Confident,NA
group_8076,315,91.7,0.947,Very high,NA
group_16956,317,90.4,0.85,Very high,NA
group_16528,318,74.3,0.619,Confident,NA
group_16304,319,84.3,0.909,Confident,NA
group_16866,319,69.2,0.74,Low,NA
fimH_1,320,80.8,0.584,Confident,NA
group_16625,320,32.5,0.183,Very low,NA
group_17025,320,85.5,0.482,Confident,NA
group_7876,320,85.1,0.91,Confident,NA
group_16302,321,84.4,0.912,Confident,NA
group_16783,321,67.9,0.429,Low,NA
group_12480,321,49.3,0.444,Very low,NA
group_7782,322,71.6,0.468,Confident,NA
group_16805,322,80.2,0.476,Confident,NA
group_17534,322,48.6,0.245,Very low,NA
group_16365,323,74.3,0.418,Confident,NA
ghrB_2,323,94.8,0.953,Very high,NA
group_16244,324,90.7,0.948,Very high,NA
group_16697,324,26.6,0.158,Very low,NA
group_17463,325,80.6,0.86,Confident,NA
group_16317,326,80.5,0.696,Confident,NA
group_16532,326,89.8,0.936,Confident,NA
group_7638,326,84.1,0.677,Confident,NA
group_7569,327,91.3,0.893,Very high,NA
group_16533,327,85.5,0.856,Confident,NA
group_17308,327,89.4,0.934,Confident,NA
group_7476,329,84.9,0.915,Confident,NA
group_16447,329,60.9,0.65,Low,NA
xerC_7,329,89.9,0.823,Confident,NA
group_7450,330,84.5,0.661,Confident,NA
group_16523,330,64.3,0.67,Low,NA
group_12867,330,29.1,0.207,Very low,NA
group_16988,330,81.2,0.757,Confident,NA
group_17233,330,27.5,0.164,Very low,NA
group_16466,331,81,0.652,Confident,NA
group_16238,332,83.4,0.58,Confident,NA
group_16293,332,84.2,0.934,Confident,NA
group_7396,332,80.2,0.713,Confident,NA
group_7401,332,90.3,0.939,Very high,NA
group_17228,332,34.2,0.285,Very low,NA
group_17504,332,89.3,0.751,Confident,NA
group_11191,334,73.4,0.698,Confident,NA
group_16498,334,81.5,0.891,Confident,NA
group_7348,334,80.7,0.859,Confident,NA
group_16572,335,79.8,0.845,Confident,NA
group_12023,335,65.7,0.44,Low,NA
group_16841,335,83,0.747,Confident,NA
group_14190,335,82.1,0.877,Confident,NA
group_17378,335,92.5,0.957,Very high,NA
group_7280,336,81.8,0.899,Confident,NA
group_17209,336,87.3,0.873,Confident,NA
group_16394,337,88.1,0.83,Confident,NA
group_17112,337,91.9,0.904,Very high,NA
group_10334,337,88.1,0.925,Confident,NA
group_7227,338,92.4,0.951,Very high,NA
group_16298,338,88.9,0.811,Confident,NA
group_16780,338,86.9,0.934,Confident,NA
group_17283,338,81.1,0.487,Confident,NA
galE_4,338,87,0.932,Confident,NA
group_11201,339,91.7,0.903,Very high,NA
group_16561,339,93.3,0.939,Very high,NA
group_16840,339,83.9,0.837,Confident,NA
group_16868,339,85.4,0.847,Confident,NA
group_12537,339,75.9,0.667,Confident,NA
group_7171,340,93.4,0.961,Very high,NA
group_9107,340,79.6,0.453,Confident,NA
group_16224,341,84.5,0.902,Confident,NA
group_16322,341,91.7,0.909,Very high,NA
group_17500,341,67.7,0.439,Low,NA
group_16604,342,87.1,0.924,Confident,NA
group_7114,342,89.3,0.916,Confident,NA
group_16425,343,88.1,0.662,Confident,NA
group_7062,343,75.5,0.84,Confident,NA
group_17496,343,78.9,0.516,Confident,NA
glgM,344,86.4,0.927,Confident,NA
wecA,344,94.2,0.967,Very high,NA
group_9869,345,80.8,0.768,Confident,NA
group_16714,345,87.5,0.88,Confident,NA
group_17450,345,88.9,0.9,Confident,NA
group_13774,346,78,0.703,Confident,NA
group_6976,347,91.4,0.951,Very high,NA
group_16429,347,93.2,0.941,Very high,NA
group_6912,349,58,0.458,Low,NA
group_6911,349,86.7,0.893,Confident,NA
group_6914,349,70.7,0.447,Confident,NA
group_17582,349,84.3,0.91,Confident,NA
group_6872,350,69.6,0.757,Low,NA
group_16734,350,94,0.823,Very high,NA
group_6873,350,83.3,0.823,Confident,NA
group_6874,350,70.7,0.762,Confident,NA
group_17303,350,83.7,0.912,Confident,NA
group_6836,351,88.3,0.941,Confident,NA
group_6837,351,85.7,0.745,Confident,NA
group_9583,351,83.5,0.84,Confident,NA
group_15624,351,79.2,0.804,Confident,NA
group_17229,351,86.2,0.893,Confident,NA
group_16435,353,74.3,0.392,Confident,NA
group_16510,353,92.1,0.878,Very high,NA
group_16519,353,77,0.766,Confident,NA
group_16819,353,88.9,0.933,Confident,NA
group_13731,354,80.9,0.716,Confident,NA
group_17218,355,89.9,0.865,Confident,NA
group_17298,355,66.2,0.702,Low,NA
group_11210,357,84.7,0.733,Confident,NA
group_9394,357,90.9,0.931,Very high,NA
group_17124,357,87.3,0.941,Confident,NA
group_17606,357,61.7,0.568,Low,NA
group_6651,358,87.4,0.949,Confident,NA
group_16828,360,92.9,0.923,Very high,NA
group_16880,360,83.9,0.898,Confident,NA
group_17302,360,90.5,0.934,Very high,NA
group_15473,360,89.1,0.911,Confident,NA
group_16516,361,89.1,0.767,Confident,NA
group_16504,362,89.5,0.939,Confident,NA
group_16789,362,82,0.838,Confident,NA
group_16877,363,79.2,0.893,Confident,NA
group_15626,363,84.6,0.919,Confident,NA
group_17322,363,88.2,0.79,Confident,NA
group_17333,363,94.8,0.965,Very high,NA
group_10544,364,73.6,0.737,Confident,NA
group_16647,365,88.1,0.858,Confident,NA
garK_1,365,95.9,0.959,Very high,NA
group_16791,366,75.8,0.794,Confident,NA
group_6452,366,87.1,0.94,Confident,NA
group_17039,367,88.1,0.818,Confident,NA
group_17491,367,52.4,0.448,Low,NA
group_6403,368,81.3,0.897,Confident,NA
group_6405,368,82.8,0.901,Confident,NA
group_16781,369,81.4,0.901,Confident,NA
group_17301,369,73.1,0.643,Confident,NA
group_6371,369,90.9,0.952,Very high,NA
group_16462,370,75.3,0.857,Confident,NA
group_13846,370,78.6,0.584,Confident,NA
group_17436,370,56.8,0.31,Low,NA
arnB_1,370,80.9,0.899,Confident,NA
group_16508,371,86.5,0.93,Confident,NA
ydhC_2,371,88.7,0.929,Confident,NA
group_17123,371,80.7,0.869,Confident,NA
group_17579,372,94.4,0.959,Very high,NA
group_6309,373,87.3,0.687,Confident,NA
group_6311,373,90,0.932,Very high,NA
group_16776,374,86.6,0.886,Confident,NA
group_16817,374,94.1,0.955,Very high,NA
group_16779,375,92.6,0.961,Very high,NA
group_17307,375,88.2,0.937,Confident,NA
group_17299,376,75.5,0.677,Confident,NA
yqeG_2,377,92,0.96,Very high,NA
group_11052,378,87.9,0.936,Confident,NA
phoE_3,378,82.7,0.886,Confident,NA
group_6211,378,89.8,0.953,Confident,NA
cdaR_1,379,87.2,0.792,Confident,NA
group_6160,381,83.3,0.883,Confident,NA
group_16454,382,80.2,0.906,Confident,NA
group_6134,382,93,0.951,Very high,NA
group_10344,382,84.3,0.893,Confident,NA
group_16878,382,83.9,0.92,Confident,NA
group_6137,382,83.9,0.918,Confident,NA
group_6115,383,94.5,0.947,Very high,NA
group_16796,383,76.9,0.784,Confident,NA
group_17310,384,81.7,0.892,Confident,NA
group_16297,385,78.2,0.72,Confident,NA
group_16649,385,81.8,0.828,Confident,NA
group_17038,385,83.3,0.914,Confident,NA
group_16574,386,79.1,0.874,Confident,NA
group_16588,386,79.2,0.868,Confident,NA
group_17330,386,90.5,0.96,Very high,NA
group_15651,387,82,0.911,Confident,NA
group_17159,387,91.8,0.794,Very high,NA
group_12484,387,87.6,0.733,Confident,NA
group_16945,388,82.8,0.65,Confident,NA
group_6018,389,88.6,0.945,Confident,NA
group_16770,390,74.2,0.483,Confident,NA
group_17309,390,91.8,0.951,Very high,NA
group_8339,391,78.8,0.526,Confident,NA
group_17413,391,85,0.788,Confident,NA
group_17426,391,86.9,0.823,Confident,NA
group_11034,392,91.3,0.95,Very high,NA
group_16496,392,85,0.898,Confident,NA
group_16529,392,87.5,0.845,Confident,NA
group_16566,394,83.2,0.923,Confident,NA
group_5935,394,89.9,0.691,Confident,NA
group_5921,395,78,0.833,Confident,NA
group_16937,395,82.5,0.824,Confident,NA
group_17319,396,87.2,0.786,Confident,NA
group_16357,397,93.2,0.934,Very high,NA
group_16635,397,83,0.91,Confident,NA
group_5882,398,84.6,0.713,Confident,NA
group_17446,398,68,0.478,Low,NA
group_16222,399,87.8,0.758,Confident,NA
group_14360,399,91.1,0.954,Very high,NA
group_16499,399,88.4,0.946,Confident,NA
group_16814,399,94.3,0.953,Very high,NA
group_15835,400,79.1,0.521,Confident,NA
group_16520,401,91.4,0.871,Very high,NA
fabV,401,86.5,0.937,Confident,NA
group_15156,402,92,0.921,Very high,NA
group_16739,402,95.6,0.975,Very high,NA
group_17297,403,87.6,0.727,Confident,NA
group_17445,403,72.7,0.343,Confident,NA
group_5787,403,77,0.886,Confident,NA
group_17567,403,60.1,0.521,Low,NA
group_16553,404,62.9,0.468,Low,NA
group_17328,405,91.8,0.954,Very high,NA
group_5736,406,95.3,0.97,Very high,NA
group_16395,407,70.5,0.49,Confident,NA
wcaI_2,407,91.4,0.947,Very high,NA
group_16233,408,92.7,0.884,Very high,NA
group_16852,408,85.3,0.935,Confident,NA
group_13841,409,80.6,0.545,Confident,NA
group_16285,410,81.2,0.889,Confident,NA
group_5648,411,93.2,0.881,Very high,NA
group_16722,411,92.9,0.837,Very high,NA
group_17329,411,77,0.853,Confident,NA
group_17203,412,73.9,0.442,Confident,NA
group_17638,412,92.6,0.824,Very high,NA
group_11186,413,84,0.904,Confident,NA
group_10323,413,72.5,0.343,Confident,NA
group_16267,414,86.6,0.909,Confident,NA
group_16432,414,92.3,0.948,Very high,NA
group_11195,414,70.6,0.469,Confident,NA
group_16638,414,87.8,0.849,Confident,NA
group_17630,415,68.2,0.448,Low,NA
group_16775,416,94.7,0.969,Very high,NA
group_16816,416,93.6,0.962,Very high,NA
group_17304,416,91.3,0.953,Very high,NA
group_17573,417,95.7,0.973,Very high,NA
group_5528,419,72.6,0.543,Confident,NA
group_5530,419,92.3,0.948,Very high,NA
group_5514,420,88.8,0.927,Confident,NA
group_9970,420,90.2,0.93,Very high,NA
group_16321,421,72.8,0.496,Confident,NA
puuE_2,421,89.7,0.945,Confident,NA
group_5493,421,85.1,0.928,Confident,NA
group_17305,421,94.9,0.958,Very high,NA
group_5494,421,94.9,0.964,Very high,NA
intS_3,421,91.6,0.859,Very high,NA
group_16568,422,80.1,0.714,Confident,NA
group_16576,422,89,0.955,Confident,NA
gntP_1,422,92,0.927,Very high,NA
group_16885,422,90.1,0.926,Very high,NA
group_16782,423,81.6,0.91,Confident,NA
group_17435,424,92.2,0.961,Very high,NA
group_17599,424,83.2,0.888,Confident,NA
wzxE_2,425,93.9,0.969,Very high,NA
group_16589,427,83.4,0.838,Confident,NA
group_16826,427,53.8,0.465,Low,NA
group_16460,429,73.9,0.341,Confident,NA
group_17047,429,87.7,0.917,Confident,NA
group_16557,431,78.9,0.813,Confident,NA
group_16820,431,91,0.917,Very high,NA
group_5369,432,81.1,0.869,Confident,NA
group_16463,435,84.6,0.721,Confident,NA
group_14171,435,72.4,0.481,Confident,NA
group_16214,436,89,0.828,Confident,NA
group_16284,436,87.5,0.914,Confident,NA
group_16769,437,92.8,0.939,Very high,NA
group_5321,437,87.7,0.933,Confident,NA
group_16282,438,93.8,0.962,Very high,NA
group_16539,438,82.3,0.449,Confident,NA
group_17634,438,66.7,0.744,Low,NA
group_17267,439,90.2,0.932,Very high,NA
aroP_2,439,94.7,0.969,Very high,NA
group_16832,440,66.1,0.311,Low,NA
group_17035,440,72.6,0.357,Confident,NA
rclA_2,441,90,0.924,Very high,NA
group_16587,442,78.2,0.76,Confident,NA
group_5242,444,92.4,0.939,Very high,NA
group_12545,444,80.5,0.521,Confident,NA
ppaX,444,76.2,0.603,Confident,NA
group_5216,445,85.2,0.49,Confident,NA
group_16740,445,88.5,0.897,Confident,NA
group_11010,449,84.8,0.922,Confident,NA
group_17138,449,85.8,0.577,Confident,NA
group_16767,450,89.4,0.702,Confident,NA
group_16785,452,86.5,0.919,Confident,NA
group_15627,452,76.4,0.441,Confident,NA
bcs1,452,81,0.594,Confident,NA
group_16473,453,94.2,0.97,Very high,NA
group_16565,454,87.6,0.596,Confident,NA
group_16545,455,89.7,0.757,Confident,NA
group_16672,455,93.9,0.915,Very high,NA
group_16842,455,88.6,0.75,Confident,NA
group_16497,463,85.5,0.863,Confident,NA
group_4660,463,86.3,0.712,Confident,NA
group_17597,463,83,0.854,Confident,NA
group_4661,463,88.2,0.896,Confident,NA
group_17387,464,29,0.163,Very low,NA
group_16875,466,71.6,0.644,Confident,NA
group_17033,467,74.5,0.716,Confident,NA
group_16501,469,69.5,0.611,Low,NA
group_16899,471,73.8,0.344,Confident,NA
group_4374,472,91.5,0.937,Very high,NA
group_17510,472,93,0.903,Very high,NA
group_4381,472,83.4,0.757,Confident,NA
group_16698,473,70.1,0.601,Confident,NA
group_17488,473,89,0.823,Confident,NA
group_16919,476,80.4,0.526,Confident,NA
group_9967,476,49,0.453,Very low,NA
group_17234,477,67.6,0.573,Low,NA
group_16433,478,86.6,0.778,Confident,NA
group_17036,478,81.9,0.714,Confident,NA
pqqE,478,85.1,0.86,Confident,NA
