Gene,group,annotated,COG_category,COG_description,Preferred_name,GOs,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction
group_4009,shell,Yes,S,Function Unknown,-,-,-,-,-,-
group_4012,cloud,Yes,U,Intracellular trafficing and secretion,-,-,-,-,-,-
group_20002,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4013,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4014,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_16943,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4015,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4017,shell,Yes,S,Function Unknown,-,-,-,-,-,-
sppA_1,shell,Yes,"O,U","Post-translational modification, protein turnover, chaperone functions,Intracellular trafficing and secretion",-,-,ko:K21511,-,-,-
group_4019,shell,Yes,S,Function Unknown,FII,-,ko:K06908,-,-,-
group_9199,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_12791,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_12792,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4021,shell,Yes,S,Function Unknown,-,-,-,-,-,-
rhsB~~~rhsC~~~rhsD_3~~~rhsD_2~~~rhsD_1~~~rhsD~~~rhsD_4,shell,Yes,M,Cell wall/membrane/envelop biogenesis,rhsD,"GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0010438,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042594,GO:0050896,GO:0051716,GO:0071496",-,-,-,-
group_4023,cloud,Yes,S,Function Unknown,-,-,ko:K11900,"ko02025,map02025",M00334,-
group_4024,cloud,Yes,D,Cell cycle control and mitosis,-,-,-,-,-,-
group_4025,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4028,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
ydaV_2~~~ydaV~~~ydaV_1,shell,Yes,A,RNA processing and modification,ydaV,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0022616,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901576","ko:K02315,ko:K10762",-,-,-
group_4030,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_9138,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_10520,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_10521,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4034,cloud,Yes,K,Transcription,-,-,-,-,-,-
group_8531,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4035,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_17055,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,-,-,-,-
group_4037,cloud,Yes,H,Coenzyme metabolis,dcm,"GO:0003674,GO:0003824,GO:0003886,GO:0006139,GO:0006259,GO:0006304,GO:0006305,GO:0006306,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0009008,GO:0009987,GO:0016740,GO:0016741,GO:0032259,GO:0032776,GO:0034641,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044728,GO:0046483,GO:0071704,GO:0090116,GO:0090304,GO:0140097,GO:1901360",ko:K00558,"ko00270,ko01100,ko05206,map00270,map01100,map05206",M00035,R04858
group_4038,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_9289,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
yfdR~~~yfdR_2~~~yfdR_1,shell,Yes,S,Function Unknown,yfdR,"GO:0002953,GO:0003674,GO:0003824,GO:0005488,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0046872,GO:0046914,GO:0050897",ko:K06952,-,-,-
mpa,cloud,Yes,O,"Post-translational modification, protein turnover, chaperone functions",-,-,"ko:K04076,ko:K07452",-,-,-
yhcR~~~yhcR_2~~~nucH,cloud,Yes,L,Replication and repair,Z012_04225,"GO:0003674,GO:0003824,GO:0004518,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:1901360,GO:1901361,GO:1901575",ko:K01174,-,-,-
group_9733,cloud,Yes,"N,U","Cell motility,Intracellular trafficing and secretion",-,-,-,-,-,-
group_4040,cloud,Yes,S,Function Unknown,-,-,ko:K07075,-,-,-
apxIB~~~ltxB~~~ltxB_2,cloud,Yes,V,Defense mechanism,-,-,"ko:K06147,ko:K13409","ko02010,ko04626,map02010,map04626",M00339,-
rzpD~~~rzpD_1,cloud,Yes,S,Function Unknown,-,-,ko:K14744,-,-,-
rrrD~~~rrrD_1,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4042,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4043,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
yfjX_1~~~yfjX~~~yfjX_5~~~yfjX_4~~~yafX~~~yfjX_2~~~yafX_2~~~yfjX_3,shell,Yes,S,Function Unknown,yfjX,-,-,-,-,-
yfjX_1~~~yfjX~~~yfjX_2~~~yafX_2~~~yafX,shell,Yes,S,Function Unknown,yfjX,-,-,-,-,-
yfjY_2~~~yfjY~~~ykfG_2~~~ykfG~~~yeeS_4~~~yeeS~~~yeeS_3~~~yeeS_2~~~yeeS_1,shell,Yes,E,Amino Acid metabolis and transport,ykfG,-,ko:K03630,-,-,-
group_4046,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
kpsT~~~metN_1~~~cysA_2,cloud,Yes,"G,M","Carbohydrate metabolism and transport,Cell wall/membrane/envelop biogenesis",kpsT,-,ko:K09689,"ko02010,map02010",M00249,-
group_4047,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_19954,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
noc,cloud,Yes,K,Transcription,-,-,ko:K03497,-,-,-
group_4049,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_10530,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4050,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4052,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4053,shell,Yes,S,Function Unknown,ydaT,-,-,-,-,-
yfdS_1,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_8431,cloud,Yes,S,Function Unknown,-,"GO:0005575,GO:0018995,GO:0019012,GO:0030430,GO:0033643,GO:0033646,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217",-,-,-,-
group_14565,cloud,Yes,G,Carbohydrate metabolism and transport,-,-,ko:K01185,-,-,-
group_4056,shell,Yes,S,Function Unknown,M,-,-,-,-,-
group_4057,shell,Yes,S,Function Unknown,-,-,-,-,-,-
group_4059,cloud,Yes,S,Function Unknown,S,-,-,-,-,-
insO1~~~insF5_2~~~insF5_1~~~insF5~~~insF5_4~~~insF5_3~~~insF5_7,shell,Yes,S,Function Unknown,-,-,-,-,-,-
group_8766,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_8432,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4061,cloud,Yes,S,Function Unknown,gpFII,-,ko:K06908,-,-,-
group_4062,cloud,Yes,S,Function Unknown,-,-,ko:K06907,-,-,-
group_4063,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_19453,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4066,shell,Yes,S,Function Unknown,-,-,ko:K12067,-,-,-
traQ_2~~~traQ,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4068,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4069,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_18463,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_4070,cloud,Yes,"N,U","Cell motility,Intracellular trafficing and secretion",-,-,ko:K03225,"ko03070,map03070","M00332,M00542,M00660",-
group_4071,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4072,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4073,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_20007,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_9859,cloud,Yes,S,Function Unknown,Z012_05840,-,-,-,-,-
group_9860,cloud,Yes,S,Function Unknown,P,-,-,-,-,-
group_8741,cloud,Yes,S,Function Unknown,-,-,ko:K06908,-,-,-
group_4076,cloud,Yes,S,Function Unknown,-,-,ko:K01155,-,-,-
group_19986,cloud,Yes,S,Function Unknown,-,-,ko:K12066,-,-,-
group_19991,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_9097,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4078,shell,Yes,S,Function Unknown,traH,-,ko:K12072,-,-,-
group_20009,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4081,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4082,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_4083,cloud,Yes,F,Nucleotide metabolism and transport,-,-,-,-,-,-
virB~~~virB_2,cloud,Yes,K,Transcription,-,-,ko:K03497,-,-,-
ydaV_3~~~ydaV_1~~~ydaV,cloud,Yes,L,Replication and repair,dnaC,-,"ko:K02315,ko:K10762",-,-,-
group_4087,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_18469,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_18468,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_20010,cloud,Yes,P,Inorganic ion transport and metabolism,-,-,ko:K05793,-,-,-
group_11962,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
insA6_1~~~insA6_2~~~insA6_4,cloud,Yes,L,Replication and repair,-,-,ko:K07489,-,-,-
group_20011,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
mboIIM_1,shell,Yes,S,Function Unknown,-,-,-,-,-,-
group_13317,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
yfjZ,cloud,Yes,S,Function Unknown,-,-,ko:K18838,-,-,-
group_4097,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4099,shell,Yes,S,Function Unknown,yfjQ,-,-,-,-,-
group_4100,shell,Yes,P,Inorganic ion transport and metabolism,traK,-,ko:K12066,-,-,-
group_4101,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4102,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4103,shell,Yes,S,Function Unknown,-,-,ko:K07001,-,-,-
group_4104,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4105,shell,Yes,Not annotated,NA,-,-,-,-,-,-
group_4106,shell,Yes,S,Function Unknown,-,-,-,-,-,-
group_4107,shell,Yes,S,Function Unknown,-,-,ko:K06907,-,-,-
group_9201,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_12828,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_12829,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_20012,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_10552,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
pinE_1~~~pinE~~~pinE_3~~~pinE_2,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4108,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4109,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
cvaA_2,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,ko:K13408,"ko04626,map04626",M00339,-
group_8454,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4112,shell,Yes,K,Transcription,-,-,-,-,-,-
group_4113,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
ykfG~~~yfjY~~~ykfG_2~~~ykfG_3~~~yeeS_1~~~yeeS,shell,Yes,E,Amino Acid metabolis and transport,-,-,ko:K03630,-,-,-
ypjF~~~ykfI~~~ykfI_1,cloud,Yes,S,Function Unknown,ykfI,"GO:0001558,GO:0008150,GO:0030308,GO:0040008,GO:0045926,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0065007",ko:K18837,-,-,-
ypjF,cloud,Yes,S,Function Unknown,ypjF,-,ko:K18837,-,-,-
group_20013,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_20014,cloud,Yes,D,Cell cycle control and mitosis,-,-,-,-,-,-
dicC~~~dicC_2,shell,Yes,S,Function Unknown,-,-,ko:K22302,-,-,-
dicA~~~dicA_3,cloud,Yes,K,Transcription,dicA,"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576",ko:K22300,-,-,-
group_20015,cloud,Yes,F,Nucleotide metabolism and transport,-,-,-,-,-,-
group_4117,shell,Yes,S,Function Unknown,-,-,-,-,-,-
group_9218,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_20016,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_19455,cloud,Yes,K,Transcription,yahA,"GO:0000976,GO:0000984,GO:0001017,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003824,GO:0005488,GO:0006355,GO:0008081,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016787,GO:0016788,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0042578,GO:0043565,GO:0044212,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071111,GO:0080090,GO:0097159,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141",ko:K13244,-,-,R08991
group_4118,cloud,Yes,"C,O","Energy production and conversion,Post-translational modification, protein turnover, chaperone functions",-,-,-,-,-,-
group_4122,shell,Yes,"N,U","Cell motility,Intracellular trafficing and secretion",-,-,ko:K12065,-,-,-
group_4121,shell,Yes,S,Function Unknown,traH,-,ko:K12072,-,-,-
fliI_1~~~fliI_3,cloud,Yes,"N,U","Cell motility,Intracellular trafficing and secretion",ssaN,-,ko:K03224,"ko03070,map03070","M00332,M00542,M00660",-
flhA_3~~~flhA_1,cloud,Yes,U,Intracellular trafficing and secretion,ssaV,-,ko:K03230,"ko03070,map03070","M00332,M00542,M00660",-
group_9865,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_9868,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_19989,cloud,Yes,U,Intracellular trafficing and secretion,traB,-,ko:K12065,-,-,-
group_19990,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4129,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4130,cloud,Yes,S,Function Unknown,-,-,ko:K06903,-,-,-
yhcR_1~~~nuc,cloud,Yes,L,Replication and repair,Z012_04225,"GO:0003674,GO:0003824,GO:0004518,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:1901360,GO:1901361,GO:1901575",ko:K01174,-,-,-
group_12759,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4131,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4132,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4133,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4134,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_20017,cloud,Yes,D,Cell cycle control and mitosis,-,-,-,-,-,-
group_11957,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11958,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_4136,shell,Yes,Not annotated,NA,-,-,-,-,-,-
group_20018,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
ykfF_2~~~ykfF_1,cloud,Yes,S,Function Unknown,ykfF,-,-,-,-,-
group_4138,shell,Yes,S,Function Unknown,-,-,ko:K12056,-,-,-
ylpA~~~ylpA_1~~~ylpA_2,shell,Yes,S,Function Unknown,ylpA,-,-,-,-,-
group_20019,cloud,Yes,S,Function Unknown,gam,-,-,-,-,-
group_12808,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_12809,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_20003,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
insC6~~~insC6_2,cloud,Yes,L,Replication and repair,-,-,ko:K07483,-,-,-
group_4139,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
ykfF_2~~~ykfF,cloud,Yes,S,Function Unknown,ykfF,-,-,-,-,-
ykfB~~~yfjT~~~yfjT_1,cloud,Yes,Not annotated,NA,ykfB,-,-,-,-,-
group_9216,cloud,Yes,G,Carbohydrate metabolism and transport,-,-,ko:K01185,-,-,-
group_9887,cloud,Yes,L,Replication and repair,Z012_05820,-,-,-,-,-
group_9888,cloud,Yes,S,Function Unknown,Z012_05815,-,-,-,-,-
group_19987,cloud,Yes,O,"Post-translational modification, protein turnover, chaperone functions",-,-,-,-,-,-
group_19988,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
yscJ,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,ssaJ,-,ko:K03222,"ko03070,map03070","M00332,M00542,M00660",-
group_4142,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
finO_1~~~finO_3~~~finO,cloud,Yes,K,Transcription,finO,-,-,-,-,-
group_13246,cloud,Yes,L,Replication and repair,-,-,ko:K03111,"ko03030,ko03430,ko03440,map03030,map03430,map03440",-,-
group_4144,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_10140,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
traD_2~~~traD~~~traD_1,shell,Yes,U,Intracellular trafficing and secretion,traD,-,-,-,-,-
yafY~~~yafY_1,cloud,Yes,K,Transcription,yfjS,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-
yfjX~~~yfjX_1~~~yfjX_2~~~yafX_2~~~yafX~~~yafX_1~~~yfjX_7~~~yafX_3~~~yfjX_3,shell,Yes,S,Function Unknown,yfjX,-,-,-,-,-
group_4145,shell,Yes,S,Function Unknown,-,-,-,-,-,-
traV,shell,Yes,S,Function Unknown,-,-,-,-,-,-
group_20021,cloud,Yes,U,Intracellular trafficing and secretion,-,-,ko:K12063,-,-,-
traD~~~traD_1~~~traD_2~~~traC_1,shell,Yes,U,Intracellular trafficing and secretion,traD,-,-,-,-,-
group_4147,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4148,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4151,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_20022,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
traI_2~~~traI~~~recD2~~~traI_1,shell,Yes,L,Replication and repair,-,-,-,-,-,-
yfjR~~~yfjR_2,cloud,Yes,K,Transcription,yfjR,"GO:0008150,GO:0043900,GO:0050789,GO:0050794,GO:0065007,GO:1900190",-,-,-,-
group_20023,cloud,Yes,K,Transcription,yfjR,"GO:0008150,GO:0043900,GO:0050789,GO:0050794,GO:0065007,GO:1900190",-,-,-,-
group_9912,cloud,Yes,S,Function Unknown,Z012_05800,-,-,-,-,-
group_9913,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
ykfG~~~yfjY_2,cloud,Yes,E,Amino Acid metabolis and transport,-,-,ko:K03630,-,-,-
group_4152,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
sctC~~~sctC_2,cloud,Yes,"N,U","Cell motility,Intracellular trafficing and secretion",invG,-,ko:K03219,"ko03070,map03070","M00332,M00542",-
sicA,cloud,Yes,S,Function Unknown,cesD,-,ko:K15368,-,-,-
group_9851,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4155,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4156,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4157,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_9855,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_9856,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_9857,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_9858,cloud,Yes,D,Cell cycle control and mitosis,-,-,-,-,-,-
group_4158,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,-,-,-,-
flhB_3~~~flhB_1,cloud,Yes,U,Intracellular trafficing and secretion,ssaU,-,ko:K03229,"ko03070,map03070","M00332,M00542,M00660",-
group_9862,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_9864,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4161,cloud,Yes,U,Intracellular trafficing and secretion,epaR,-,ko:K03228,"ko03070,map03070","M00332,M00542,M00660",-
group_4162,cloud,Yes,U,Intracellular trafficing and secretion,yscS,-,ko:K03227,"ko03070,map03070","M00332,M00542,M00660",-
group_9866,cloud,Yes,Not annotated,NA,VY92_04205,-,-,-,-,-
group_9867,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4163,cloud,Yes,U,Intracellular trafficing and secretion,epaP,-,ko:K03226,"ko03070,map03070","M00332,M00542,M00660",-
group_4165,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_9870,cloud,Yes,Not annotated,NA,Z012_05740,-,-,-,-,-
group_4168,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4167,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_9872,cloud,Yes,Not annotated,NA,Z012_05735,-,-,-,-,-
group_9873,cloud,Yes,S,Function Unknown,Z012_05730,-,-,-,-,-
group_4169,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4170,cloud,Yes,S,Function Unknown,-,-,"ko:K03746,ko:K20552","ko02020,ko02024,map02020,map02024",-,-
yjiK_2~~~yjiK_1,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
yagK_1~~~yagK_2,cloud,Yes,S,Function Unknown,yagK,"GO:0008150,GO:0009314,GO:0009628,GO:0010165,GO:0010212,GO:0050896",-,-,-,-
group_4171,shell,Yes,L,Replication and repair,-,-,-,-,-,-
group_4172,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_20024,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
hokD_2,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4173,cloud,Yes,L,Replication and repair,-,-,ko:K07451,-,-,-
group_4175,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_20025,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4176,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4177,shell,Yes,S,Function Unknown,-,"GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019068,GO:0019072,GO:0019073,GO:0030430,GO:0032991,GO:0033643,GO:0033646,GO:0043493,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217,GO:0044403,GO:0044419,GO:0051704,GO:0098009,GO:1902494,GO:1904949",-,-,-,-
dinI_3~~~dinI_1~~~dinI_2,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4178,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
stfE_2~~~stfE~~~ycfK,shell,Yes,M,Cell wall/membrane/envelop biogenesis,stfR,-,-,-,-,-
ucpA_3~~~ucpA_2,cloud,Yes,"I,Q","Lipid metabolism,Secondary Structure",budC,-,ko:K03366,"ko00650,map00650",-,"R02855,R02946,R03707,R09078,R10505"
group_4181,shell,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,-,-,-,-
group_4182,shell,Yes,S,Function Unknown,-,-,-,-,-,-
ybdM_3~~~ybdM_2~~~ybdM_1,cloud,Yes,K,Transcription,-,-,-,-,-,-
group_4184,cloud,Yes,S,Function Unknown,-,-,ko:K01081,"ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110",-,"R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346"
group_20028,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_4187,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
caiT_2~~~betT_1~~~betT_2~~~betT_3,shell,Yes,M,Cell wall/membrane/envelop biogenesis,betT,-,ko:K02168,-,-,-
group_4188,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,kpsD,-,ko:K01991,"ko02026,map02026",-,-
yegH,core,Yes,P,Inorganic ion transport and metabolism,yegH,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-
mntB~~~znuB_2~~~znuB_3~~~znuB_4~~~mntB_1,shell,Yes,P,Inorganic ion transport and metabolism,yfeD,"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0010043,GO:0016020,GO:0042221,GO:0044464,GO:0050896,GO:0051716,GO:0070887,GO:0071241,GO:0071248,GO:0071281,GO:0071944","ko:K09819,ko:K11606,ko:K11709","ko02010,map02010","M00243,M00317,M00319",-
group_4189,shell,Yes,L,Replication and repair,-,-,-,-,-,-
yfaL_2~~~yfaL_3,cloud,Yes,"M,U","Cell wall/membrane/envelop biogenesis,Intracellular trafficing and secretion",misL,-,ko:K12678,-,-,-
group_4191,cloud,Yes,F,Nucleotide metabolism and transport,-,-,-,-,-,-
cdiA_2~~~cdiA~~~cdiA_4~~~cdiA_1~~~cdiA4_2~~~cdiA_3~~~cdiA4~~~cdiA4_1,shell,Yes,U,Intracellular trafficing and secretion,cdiA,-,ko:K15125,"ko05133,map05133",-,-
rpnB_1~~~rpnE_1~~~rpnB_3~~~rpnB_2~~~rpnB_4,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
ltrA,cloud,Yes,L,Replication and repair,-,-,ko:K00986,-,-,-
group_4195,shell,Yes,L,Replication and repair,-,-,ko:K07497,-,-,-
group_20030,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,-,-,-,-
group_20031,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
galR_2~~~cytR_4,cloud,Yes,K,Transcription,rafR,-,ko:K02529,-,-,-
group_20032,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
